p1,p2,response
13.607114,64.36132,Oxidoreductases
69.22871,31.765318,Oxidoreductases
53.739853,-9.003253,Oxidoreductases
0.821424,-5.060092,Oxidoreductases
79.89931,-16.051231,Oxidoreductases
-29.456282,54.633705,Oxidoreductases
1.5736617,11.030511,Oxidoreductases
-82.69032,-38.550762,Oxidoreductases
69.22652,31.765448,Oxidoreductases
-82.52314,-37.196404,Oxidoreductases
3.8003328,26.084871,Oxidoreductases
-59.015984,32.62444,Oxidoreductases
30.427881,60.502926,Oxidoreductases
-31.055138,-0.6507928,Oxidoreductases
9.20302,47.164238,Oxidoreductases
-20.160433,-31.570322,Oxidoreductases
-48.51454,45.284084,Oxidoreductases
-82.72251,-38.778706,Oxidoreductases
31.744066,22.699747,Oxidoreductases
-83.35629,-39.591774,Oxidoreductases
-13.190788,-4.8798695,Oxidoreductases
-8.918697,32.007362,Oxidoreductases
-34.8035,18.940203,Oxidoreductases
6.322527,79.32021,Oxidoreductases
-48.500286,45.271484,Oxidoreductases
-59.894165,51.676826,Oxidoreductases
-13.33399,48.504738,Oxidoreductases
3.3289738,-20.723183,Oxidoreductases
74.377625,-40.79726,Oxidoreductases
-32.589058,-1.4143953,Oxidoreductases
-29.818466,-1.2162768,Oxidoreductases
-60.29283,-28.281988,Oxidoreductases
-60.292946,-28.281467,Oxidoreductases
-40.011745,17.238953,Oxidoreductases
-53.103764,3.043804,Oxidoreductases
-49.535213,45.798473,Oxidoreductases
14.23166,-3.1779797,Oxidoreductases
-31.920458,74.24637,Oxidoreductases
-82.7164,-38.899643,Oxidoreductases
-3.0914774,-23.324984,Oxidoreductases
-47.487755,-36.97724,Oxidoreductases
3.46305,8.33584,Oxidoreductases
-4.686575,-51.094635,Oxidoreductases
-8.768323,-54.603287,Oxidoreductases
-13.784242,-19.413412,Oxidoreductases
49.17945,-26.274397,Oxidoreductases
-22.796774,28.71162,Oxidoreductases
-19.225752,32.68263,Oxidoreductases
11.7342825,4.0799646,Oxidoreductases
16.125446,6.4135704,Oxidoreductases
18.493525,24.941381,Oxidoreductases
-49.508003,45.785156,Oxidoreductases
38.182625,75.6499,Oxidoreductases
16.86244,-12.048078,Oxidoreductases
-3.9839706,-67.85518,Oxidoreductases
-49.523487,45.792618,Oxidoreductases
-82.70693,-38.601585,Oxidoreductases
-82.78828,-37.057674,Oxidoreductases
-11.095949,-33.12031,Oxidoreductases
38.17977,75.64922,Oxidoreductases
-82.772446,-38.921177,Oxidoreductases
1.5967946,0.63729435,Oxidoreductases
-29.498495,20.413359,Oxidoreductases
0.103616655,-4.6483083,Oxidoreductases
19.841837,-6.986835,Oxidoreductases
34.596924,60.50868,Oxidoreductases
-36.07077,-15.834065,Oxidoreductases
4.9818735,11.318987,Oxidoreductases
-9.698919,7.2556214,Oxidoreductases
29.865152,25.408869,Oxidoreductases
-82.7045,-38.91458,Oxidoreductases
39.412144,-19.066336,Oxidoreductases
55.130684,37.902805,Oxidoreductases
15.363362,-27.580452,Oxidoreductases
-40.807106,5.6006155,Oxidoreductases
27.322975,-56.316166,Oxidoreductases
29.393854,28.502981,Oxidoreductases
-1.498247,22.253292,Oxidoreductases
-43.16417,33.80017,Oxidoreductases
-31.453386,-12.63228,Oxidoreductases
26.963993,5.771902,Oxidoreductases
-30.18098,7.137982,Oxidoreductases
-4.163796,-15.16553,Oxidoreductases
9.335958,-36.437263,Oxidoreductases
2.8757691,10.007114,Oxidoreductases
-37.710518,-9.271676,Oxidoreductases
47.26662,-31.041355,Oxidoreductases
-56.076935,35.820995,Oxidoreductases
-56.080585,35.86239,Oxidoreductases
-26.846067,-10.704749,Oxidoreductases
-17.594702,3.3271556,Oxidoreductases
65.1056,1.4099053,Oxidoreductases
-55.941006,34.690956,Oxidoreductases
-55.926056,34.55568,Oxidoreductases
17.010021,-11.461693,Oxidoreductases
6.9641047,-28.895676,Oxidoreductases
33.720078,-21.507572,Oxidoreductases
-13.917978,-27.155304,Oxidoreductases
-34.31047,19.325596,Oxidoreductases
-56.07697,35.816498,Oxidoreductases
-35.110207,-0.4883078,Oxidoreductases
-55.944393,34.708595,Oxidoreductases
-1.9887155,-77.9434,Oxidoreductases
-1.9886775,-77.94379,Oxidoreductases
42.54833,-42.75852,Oxidoreductases
-55.925728,34.55078,Oxidoreductases
23.758266,-30.459507,Oxidoreductases
9.967149,54.613564,Oxidoreductases
2.610311,8.530079,Oxidoreductases
-6.0619836,-12.975156,Oxidoreductases
21.874088,56.33058,Oxidoreductases
-30.285492,14.096835,Oxidoreductases
19.6588,-40.532055,Oxidoreductases
39.423557,-23.056955,Oxidoreductases
-2.1814585,-12.664093,Oxidoreductases
57.519672,-16.654127,Oxidoreductases
-29.400106,20.490347,Oxidoreductases
-7.1262693,62.689022,Oxidoreductases
-7.126116,62.68814,Oxidoreductases
24.826519,-23.675306,Oxidoreductases
7.972479,26.095135,Oxidoreductases
-10.093625,3.1471539,Oxidoreductases
-29.626743,-0.721008,Oxidoreductases
18.712273,-22.320202,Oxidoreductases
22.274908,-3.5237167,Oxidoreductases
60.20265,9.692657,Oxidoreductases
3.3494217,20.59959,Oxidoreductases
-21.073261,6.7888064,Oxidoreductases
-4.836515,-64.70419,Oxidoreductases
18.092064,1.911495,Oxidoreductases
29.28116,-19.079853,Oxidoreductases
45.524574,-5.602314,Oxidoreductases
-35.8255,-13.896182,Oxidoreductases
-21.558695,46.88631,Oxidoreductases
24.207443,-25.886887,Oxidoreductases
-5.4616647,-57.566326,Oxidoreductases
44.446606,-41.50439,Oxidoreductases
-12.469501,24.943155,Oxidoreductases
-4.921002,16.568758,Oxidoreductases
-3.2073631,13.444985,Oxidoreductases
27.698072,-22.507765,Oxidoreductases
10.3966465,-46.337505,Oxidoreductases
-11.308766,13.045504,Oxidoreductases
-17.5486,-22.48456,Oxidoreductases
39.69343,-13.577147,Oxidoreductases
3.0971992,2.5111206,Oxidoreductases
-48.333977,-4.810529,Oxidoreductases
-21.64149,51.321323,Oxidoreductases
15.198875,-61.119923,Oxidoreductases
10.801841,-15.243408,Oxidoreductases
48.512028,-9.436383,Oxidoreductases
-57.010315,-5.4579716,Oxidoreductases
0.06795354,-2.9843116,Oxidoreductases
2.9946964,-55.335625,Oxidoreductases
63.267933,41.831387,Oxidoreductases
-56.319286,-4.2898335,Oxidoreductases
63.264347,41.8199,Oxidoreductases
-11.473229,27.626543,Oxidoreductases
47.885727,8.027671,Oxidoreductases
-49.016056,-57.373276,Oxidoreductases
-49.017292,-57.37195,Oxidoreductases
-23.84918,24.593819,Oxidoreductases
63.83405,-18.08664,Oxidoreductases
-33.087616,-31.890722,Oxidoreductases
-24.78647,-29.237593,Oxidoreductases
3.4513266,61.969578,Oxidoreductases
14.514048,17.976145,Oxidoreductases
-22.722725,-18.252405,Oxidoreductases
21.5655,-4.3693857,Oxidoreductases
25.530003,58.57353,Oxidoreductases
-48.38267,-4.809662,Oxidoreductases
8.201034,5.164282,Oxidoreductases
-47.35124,32.843746,Oxidoreductases
-25.845348,8.223101,Oxidoreductases
62.40925,60.806053,Oxidoreductases
46.941246,41.16833,Oxidoreductases
7.8294234,2.885886,Oxidoreductases
-33.91803,-20.35858,Oxidoreductases
59.756905,-2.629763,Oxidoreductases
38.778435,8.726027,Oxidoreductases
11.365749,-53.772697,Oxidoreductases
-3.588584,2.1221318,Oxidoreductases
31.915802,40.612568,Oxidoreductases
-51.364464,-7.4908414,Oxidoreductases
3.2056406,-31.674517,Oxidoreductases
18.675436,2.3479614,Oxidoreductases
-8.996321,28.844988,Oxidoreductases
6.7309566,58.199512,Oxidoreductases
11.0668955,-58.530636,Oxidoreductases
32.287632,-9.891113,Oxidoreductases
-13.599456,-23.279758,Oxidoreductases
-27.615911,10.025352,Oxidoreductases
-12.70579,-1.5280945,Oxidoreductases
-42.547394,10.576273,Oxidoreductases
2.0675118,-73.76745,Oxidoreductases
3.0231602,-57.49354,Oxidoreductases
-22.430773,6.252774,Oxidoreductases
30.752071,-3.0398417,Oxidoreductases
-12.015275,37.75328,Oxidoreductases
-42.597218,10.6188135,Oxidoreductases
-5.710792,11.024204,Oxidoreductases
5.8074374,5.5439343,Oxidoreductases
7.3319683,-49.521793,Oxidoreductases
-33.150116,-5.98553,Oxidoreductases
21.556774,33.227203,Oxidoreductases
-45.811527,-43.341488,Oxidoreductases
53.591846,11.820418,Oxidoreductases
-42.477413,23.957289,Oxidoreductases
7.8499928,3.5121102,Oxidoreductases
-42.80079,29.546415,Oxidoreductases
-24.690754,43.018986,Oxidoreductases
-27.825838,10.702321,Oxidoreductases
-43.000523,33.17556,Oxidoreductases
-11.645079,37.098537,Oxidoreductases
2.9095619,-40.976234,Oxidoreductases
3.014794,-57.502907,Oxidoreductases
7.6099977,43.13651,Oxidoreductases
-10.197875,-34.613453,Oxidoreductases
-10.197541,42.117775,Oxidoreductases
-7.9017096,-6.7010603,Oxidoreductases
-31.352737,-22.204777,Oxidoreductases
53.298164,-23.316319,Oxidoreductases
53.33057,-23.383022,Oxidoreductases
61.586876,-9.740754,Oxidoreductases
11.536201,7.7867165,Oxidoreductases
43.381363,20.566826,Oxidoreductases
9.389752,34.91869,Oxidoreductases
-44.614716,22.534557,Oxidoreductases
49.185867,-26.283869,Oxidoreductases
-23.639473,-37.456165,Oxidoreductases
-42.070114,-37.55856,Oxidoreductases
-23.63606,-37.592133,Oxidoreductases
-3.132367,66.66493,Oxidoreductases
-5.3192205,-50.72389,Oxidoreductases
61.57937,-9.7947855,Oxidoreductases
12.527587,-76.26888,Oxidoreductases
-42.032757,-37.536583,Oxidoreductases
32.540844,-38.022236,Oxidoreductases
29.333033,-37.57282,Oxidoreductases
62.386276,-15.713439,Oxidoreductases
35.906807,35.11647,Oxidoreductases
-23.619482,-37.637474,Oxidoreductases
7.6556244,13.604804,Oxidoreductases
45.797215,36.317856,Oxidoreductases
36.845074,5.049865,Oxidoreductases
-42.038715,-37.602135,Oxidoreductases
-10.709665,-47.192173,Oxidoreductases
-13.635997,20.655445,Oxidoreductases
-3.1564665,66.71047,Oxidoreductases
9.077075,34.73558,Oxidoreductases
61.63171,-9.5517845,Oxidoreductases
42.79945,-34.45847,Oxidoreductases
43.4593,20.454727,Oxidoreductases
5.94126,-55.370888,Oxidoreductases
29.11161,-14.601947,Oxidoreductases
12.526754,-76.268715,Oxidoreductases
19.46899,-8.078834,Oxidoreductases
-12.877323,-28.736261,Oxidoreductases
-15.528769,-57.910793,Oxidoreductases
-31.127844,22.246109,Oxidoreductases
35.756577,-11.972802,Oxidoreductases
-15.526664,-57.91791,Oxidoreductases
29.989721,1.941193,Oxidoreductases
15.847236,36.509163,Oxidoreductases
47.550842,25.11188,Oxidoreductases
26.502113,-15.939032,Oxidoreductases
-12.8218,-40.705967,Oxidoreductases
-57.614777,-6.078183,Oxidoreductases
2.5600967,34.829437,Oxidoreductases
30.382229,6.1036997,Oxidoreductases
-14.495887,39.814545,Oxidoreductases
-21.482605,48.862423,Oxidoreductases
-38.630768,10.715246,Oxidoreductases
53.5494,11.831233,Oxidoreductases
11.395382,-21.743355,Oxidoreductases
81.31519,0.25025028,Oxidoreductases
81.30779,0.2545045,Oxidoreductases
9.652057,-36.98878,Oxidoreductases
-10.717634,45.73314,Oxidoreductases
-11.636465,4.838445,Oxidoreductases
-28.246923,-41.88287,Oxidoreductases
63.759792,-24.820717,Oxidoreductases
-26.920969,-10.435239,Oxidoreductases
5.336899,-7.630736,Oxidoreductases
-21.075268,-31.258774,Oxidoreductases
56.283783,-46.10668,Oxidoreductases
56.283028,-46.10961,Oxidoreductases
-14.209742,46.173363,Oxidoreductases
14.149357,-28.177189,Oxidoreductases
-21.482307,48.86642,Oxidoreductases
-20.337328,39.159874,Oxidoreductases
-20.35435,39.13226,Oxidoreductases
-63.159855,5.8920846,Oxidoreductases
-11.123732,29.251472,Oxidoreductases
21.982399,25.054337,Oxidoreductases
-8.606371,-3.9601367,Oxidoreductases
39.65004,-14.156048,Oxidoreductases
-11.537228,-37.935825,Oxidoreductases
-0.1558988,33.633205,Oxidoreductases
-2.478738,-17.855156,Oxidoreductases
-0.6100324,-27.841663,Oxidoreductases
-48.827522,-14.78583,Oxidoreductases
24.94835,-37.69756,Oxidoreductases
-17.374594,-8.142509,Oxidoreductases
-8.353705,-47.76307,Oxidoreductases
-35.412674,8.809581,Oxidoreductases
48.802967,6.5930037,Oxidoreductases
-48.37192,-17.297266,Oxidoreductases
12.70578,-23.787132,Oxidoreductases
21.459927,-4.026537,Oxidoreductases
7.04956,-15.975212,Oxidoreductases
-26.957413,-25.315128,Oxidoreductases
-19.193575,18.585073,Oxidoreductases
52.895947,13.567644,Oxidoreductases
4.053141,-19.027498,Oxidoreductases
19.329498,12.0060835,Oxidoreductases
35.380802,10.744193,Oxidoreductases
-12.810346,17.541111,Oxidoreductases
-3.2766893,-9.338404,Oxidoreductases
-57.653713,-35.242413,Oxidoreductases
-57.654125,-35.24198,Oxidoreductases
21.920895,63.250748,Oxidoreductases
-21.360155,18.119009,Oxidoreductases
7.578579,-40.27844,Oxidoreductases
-18.879036,18.055843,Oxidoreductases
32.72678,-33.65389,Oxidoreductases
-3.909942,1.1718702,Oxidoreductases
60.143192,-32.59414,Oxidoreductases
2.602889,23.914648,Oxidoreductases
13.902733,0.94352555,Oxidoreductases
11.381136,-11.313881,Oxidoreductases
4.222417,52.5125,Oxidoreductases
-3.377801,0.53412193,Oxidoreductases
-49.39469,78.45326,Oxidoreductases
-49.393497,78.454124,Oxidoreductases
-20.162943,-50.448944,Oxidoreductases
-49.39366,78.452965,Oxidoreductases
19.268616,2.8616843,Oxidoreductases
10.199851,63.863335,Oxidoreductases
47.015575,-27.483772,Oxidoreductases
25.326014,-12.754881,Oxidoreductases
10.240646,63.91034,Oxidoreductases
18.376963,52.46597,Oxidoreductases
24.572012,57.202797,Oxidoreductases
37.640354,57.15242,Oxidoreductases
0.9093395,17.433865,Oxidoreductases
38.990993,-49.86798,Oxidoreductases
55.951607,1.8646832,Oxidoreductases
16.511984,-32.29531,Oxidoreductases
11.393129,50.063297,Oxidoreductases
4.05425,8.008545,Oxidoreductases
-10.259509,-18.873716,Oxidoreductases
-34.080498,-10.085734,Oxidoreductases
45.697083,-21.68713,Oxidoreductases
-37.56823,11.53884,Oxidoreductases
-13.595399,48.85957,Oxidoreductases
-26.138367,-7.751251,Oxidoreductases
-44.34296,-40.41229,Oxidoreductases
-33.533997,29.399311,Oxidoreductases
-5.9662657,-8.72393,Oxidoreductases
-50.770966,-0.81429595,Oxidoreductases
13.668031,1.0110233,Oxidoreductases
41.75681,1.8111217,Oxidoreductases
11.464678,40.643414,Oxidoreductases
2.0651627,30.737137,Oxidoreductases
39.064556,57.27575,Oxidoreductases
37.01219,62.969604,Oxidoreductases
5.4005632,-52.821068,Oxidoreductases
5.9438553,47.363888,Oxidoreductases
