p1,p2,response
-45.384197,91.2234,Oxidoreductases
21.247858,45.829556,Oxidoreductases
18.956476,58.38215,Oxidoreductases
14.709628,54.134506,Oxidoreductases
22.023727,56.8235,Oxidoreductases
15.519817,53.703465,Oxidoreductases
16.412596,51.168163,Oxidoreductases
20.654667,55.56755,Oxidoreductases
21.231852,45.829433,Oxidoreductases
14.364767,57.17598,Oxidoreductases
15.76667,53.644753,Oxidoreductases
18.964748,58.354122,Oxidoreductases
16.430212,51.185524,Oxidoreductases
-45.382248,91.68535,Oxidoreductases
-45.446873,91.42194,Oxidoreductases
-48.035957,90.99746,Oxidoreductases
17.949184,53.584076,Oxidoreductases
20.993235,55.542057,Oxidoreductases
16.486557,51.22432,Oxidoreductases
15.666447,57.6921,Oxidoreductases
17.621035,53.52319,Oxidoreductases
17.421446,55.232094,Oxidoreductases
17.420717,55.232574,Oxidoreductases
-45.491486,91.31522,Oxidoreductases
17.772345,53.589245,Oxidoreductases
22.352077,57.23506,Oxidoreductases
14.765256,54.09734,Oxidoreductases
21.243515,48.64595,Oxidoreductases
14.508602,54.020054,Oxidoreductases
14.699089,54.23968,Oxidoreductases
22.390196,49.600506,Oxidoreductases
-45.138203,92.612656,Oxidoreductases
-45.13765,92.61383,Oxidoreductases
16.42662,51.17575,Oxidoreductases
21.275509,45.87599,Oxidoreductases
17.861355,53.57725,Oxidoreductases
23.309137,48.302757,Oxidoreductases
-45.937263,91.06353,Oxidoreductases
15.226864,56.239033,Oxidoreductases
23.349272,48.296127,Oxidoreductases
23.078661,49.500237,Oxidoreductases
22.097036,47.46224,Oxidoreductases
21.66677,54.134842,Oxidoreductases
22.146875,47.787373,Oxidoreductases
21.365078,48.579224,Oxidoreductases
15.435514,57.02897,Oxidoreductases
21.197193,48.771423,Oxidoreductases
21.878847,51.096195,Oxidoreductases
17.021357,48.02252,Oxidoreductases
-45.6964,91.17313,Oxidoreductases
14.693371,54.15141,Oxidoreductases
17.800997,53.56234,Oxidoreductases
-45.372154,91.62175,Oxidoreductases
18.40493,53.967365,Oxidoreductases
19.550415,57.117943,Oxidoreductases
17.763472,53.56158,Oxidoreductases
20.566854,55.543434,Oxidoreductases
21.812344,53.500015,Oxidoreductases
21.891094,51.06464,Oxidoreductases
-44.756935,91.25508,Oxidoreductases
21.643612,53.96815,Oxidoreductases
15.252228,56.239807,Oxidoreductases
19.625254,57.076797,Oxidoreductases
21.299404,45.90666,Oxidoreductases
22.151436,47.836906,Oxidoreductases
23.145758,47.976913,Oxidoreductases
15.273773,56.14178,Oxidoreductases
-44.763954,91.24701,Oxidoreductases
22.106653,47.312187,Oxidoreductases
14.651182,54.281998,Oxidoreductases
15.562268,57.802715,Oxidoreductases
-83.30371,-29.107899,Oxidoreductases
-81.46232,-31.187496,Oxidoreductases
-83.9741,-31.350273,Oxidoreductases
15.603898,43.480545,Oxidoreductases
-82.47577,-31.565306,Oxidoreductases
-85.40338,-29.74528,Oxidoreductases
-83.84961,-31.454111,Oxidoreductases
-31.85807,-9.486986,Oxidoreductases
15.593141,43.47265,Oxidoreductases
-80.99423,-30.611803,Oxidoreductases
-80.916435,-30.587734,Oxidoreductases
-85.399826,-29.735704,Oxidoreductases
-85.13118,-29.655151,Oxidoreductases
-86.008446,-23.563484,Oxidoreductases
-83.786896,-27.82175,Oxidoreductases
-85.46999,-29.75772,Oxidoreductases
25.80157,52.332726,Oxidoreductases
26.283665,54.217674,Oxidoreductases
-76.57873,-25.75712,Oxidoreductases
-76.47867,-25.754137,Oxidoreductases
16.674837,51.361633,Oxidoreductases
26.117472,54.133427,Oxidoreductases
26.149706,54.153175,Oxidoreductases
-76.4604,-25.760305,Oxidoreductases
26.242537,54.192726,Oxidoreductases
25.876495,52.31439,Oxidoreductases
-76.527626,-25.753412,Oxidoreductases
26.27021,54.19763,Oxidoreductases
25.732752,52.30581,Oxidoreductases
-76.49259,-25.75744,Oxidoreductases
26.193438,54.16425,Oxidoreductases
25.003958,50.62399,Oxidoreductases
25.125969,50.557972,Oxidoreductases
26.302454,54.15363,Oxidoreductases
26.077057,54.20052,Oxidoreductases
-88.56381,-25.164623,Oxidoreductases
-88.22166,-24.626457,Oxidoreductases
-88.265205,-26.158419,Oxidoreductases
-83.81962,-27.742176,Oxidoreductases
-88.66389,-25.719187,Oxidoreductases
-84.34179,-29.470854,Oxidoreductases
-88.285194,-26.141502,Oxidoreductases
25.445107,-11.161048,Oxidoreductases
-24.39883,114.29561,Oxidoreductases
22.06398,52.794346,Oxidoreductases
-23.70493,114.10416,Oxidoreductases
-25.267666,113.78661,Oxidoreductases
-25.22862,113.80325,Oxidoreductases
-25.462906,113.819565,Oxidoreductases
-25.459642,113.83046,Oxidoreductases
-25.330978,113.77145,Oxidoreductases
3.5086675,-52.23014,Oxidoreductases
-24.283005,114.15824,Oxidoreductases
-24.388687,114.04017,Oxidoreductases
-24.36978,114.04885,Oxidoreductases
-81.53947,-31.155834,Oxidoreductases
55.740345,-40.426197,Oxidoreductases
55.78206,-40.443348,Oxidoreductases
48.697605,18.087046,Oxidoreductases
48.888966,17.851683,Oxidoreductases
47.195763,16.829071,Oxidoreductases
2.9004843,-107.716835,Oxidoreductases
2.406435,-110.40557,Oxidoreductases
2.8237777,-107.630104,Oxidoreductases
3.444165,-111.09362,Oxidoreductases
2.5587447,-110.48516,Oxidoreductases
5.5842867,-109.612686,Oxidoreductases
2.4109313,-110.257,Oxidoreductases
5.6101522,-109.61746,Oxidoreductases
1.4375228,-110.51649,Oxidoreductases
3.4311683,-106.11756,Oxidoreductases
3.4101846,-106.15836,Oxidoreductases
2.8090513,-107.73614,Oxidoreductases
3.387458,-111.07098,Oxidoreductases
-77.81969,-12.208791,Oxidoreductases
3.4312131,-111.138916,Oxidoreductases
-81.86531,-20.03465,Oxidoreductases
2.3287754,-109.44066,Oxidoreductases
2.5194342,-109.351395,Oxidoreductases
5.619496,-109.61425,Oxidoreductases
5.6277447,-109.600624,Oxidoreductases
2.4473648,-109.27211,Oxidoreductases
2.8193002,-107.70244,Oxidoreductases
-75.698364,-10.415204,Oxidoreductases
2.4179907,-109.27402,Oxidoreductases
-75.69637,-10.414054,Oxidoreductases
3.4293015,-106.10875,Oxidoreductases
2.7521865,-107.703186,Oxidoreductases
2.3559928,-109.748886,Oxidoreductases
2.355103,-109.727905,Oxidoreductases
1.4674737,-110.51415,Oxidoreductases
5.5812182,-109.55892,Oxidoreductases
2.7672625,-107.70893,Oxidoreductases
-48.925587,14.41668,Oxidoreductases
-43.112392,-15.044414,Oxidoreductases
-49.86894,13.95168,Oxidoreductases
-49.852062,14.00046,Oxidoreductases
-48.134445,14.895469,Oxidoreductases
-49.931435,13.959319,Oxidoreductases
49.025677,17.917347,Oxidoreductases
44.3888,17.67211,Oxidoreductases
-50.087006,13.998807,Oxidoreductases
-49.78361,14.009766,Oxidoreductases
-52.764317,13.855098,Oxidoreductases
-47.818886,15.465174,Oxidoreductases
-52.74375,13.849812,Oxidoreductases
-52.766758,13.866017,Oxidoreductases
-49.644276,13.968827,Oxidoreductases
-49.180218,14.18646,Oxidoreductases
45.416225,16.792156,Oxidoreductases
44.381092,17.67681,Oxidoreductases
-52.950584,14.995421,Oxidoreductases
-47.748077,15.025987,Oxidoreductases
44.400593,17.672655,Oxidoreductases
48.375084,18.141176,Oxidoreductases
-48.06929,14.835438,Oxidoreductases
20.549309,51.34585,Oxidoreductases
21.148771,53.725197,Oxidoreductases
24.523573,50.816544,Oxidoreductases
25.767433,54.017178,Oxidoreductases
19.488085,55.1212,Oxidoreductases
23.4997,49.26103,Oxidoreductases
24.63701,52.558468,Oxidoreductases
25.06609,53.67899,Oxidoreductases
17.746817,55.70242,Oxidoreductases
17.777927,55.72528,Oxidoreductases
18.992634,52.22569,Oxidoreductases
21.219496,45.817806,Oxidoreductases
25.63279,48.57206,Oxidoreductases
23.985922,50.54607,Oxidoreductases
26.837238,49.20786,Oxidoreductases
19.581438,51.160915,Oxidoreductases
22.084555,52.504124,Oxidoreductases
18.77435,54.315357,Oxidoreductases
18.75384,52.539703,Oxidoreductases
23.449856,52.43832,Oxidoreductases
26.832129,49.226498,Oxidoreductases
-75.458885,-18.584879,Oxidoreductases
-80.89287,-18.075937,Oxidoreductases
-81.768425,-20.047937,Oxidoreductases
-88.24238,-26.097376,Oxidoreductases
-87.86366,-24.817951,Oxidoreductases
-87.94637,-26.532377,Oxidoreductases
-88.26201,-26.070732,Oxidoreductases
-23.414293,108.98233,Oxidoreductases
-87.76493,-26.82011,Oxidoreductases
-83.30412,-29.052013,Oxidoreductases
-85.16253,-29.59753,Oxidoreductases
-22.625807,107.426476,Oxidoreductases
-47.345165,0.2330156,Oxidoreductases
-43.131767,6.9282327,Oxidoreductases
-47.02216,-1.7823826,Oxidoreductases
-44.66896,-0.7463272,Oxidoreductases
-44.773148,-0.6586449,Oxidoreductases
-44.763737,-0.7408704,Oxidoreductases
-47.134438,0.72515875,Oxidoreductases
-44.553738,-0.7665617,Oxidoreductases
-45.459606,-0.012245058,Oxidoreductases
-47.04189,0.44482476,Oxidoreductases
-45.67661,-1.9307076,Oxidoreductases
-47.795055,16.706923,Oxidoreductases
-48.07101,1.7673457,Oxidoreductases
-50.805172,2.756067,Oxidoreductases
-45.981243,2.186321,Oxidoreductases
-45.36506,-0.077367686,Oxidoreductases
-47.143406,0.76814544,Oxidoreductases
-46.896812,-1.8586147,Oxidoreductases
-46.869484,-1.8704735,Oxidoreductases
-46.505802,0.56062114,Oxidoreductases
-48.185585,1.8355721,Oxidoreductases
-48.089962,-0.68259156,Oxidoreductases
-48.50585,1.2663038,Oxidoreductases
-46.41871,0.5416074,Oxidoreductases
-45.697514,-1.9368773,Oxidoreductases
-45.080154,-0.36653683,Oxidoreductases
-47.795456,16.704437,Oxidoreductases
-47.158623,0.5185293,Oxidoreductases
-48.50455,1.3507961,Oxidoreductases
-45.96193,2.2041836,Oxidoreductases
-44.766205,-0.6674993,Oxidoreductases
-48.60196,-0.6894432,Oxidoreductases
-44.64527,-0.73400843,Oxidoreductases
-47.80277,16.751968,Oxidoreductases
-47.563183,1.2646677,Oxidoreductases
-47.235416,0.41304466,Oxidoreductases
-43.83216,-45.736694,Oxidoreductases
-49.195778,4.434565,Oxidoreductases
-56.96663,3.066078,Oxidoreductases
-56.570435,3.644821,Oxidoreductases
-49.57349,4.5541396,Oxidoreductases
-56.93114,3.125934,Oxidoreductases
-49.573494,4.565737,Oxidoreductases
-56.96565,3.06114,Oxidoreductases
-56.293846,6.63396,Oxidoreductases
-56.652985,3.5630717,Oxidoreductases
-56.30961,6.6649647,Oxidoreductases
-48.788815,-0.89662224,Oxidoreductases
-33.320244,15.945201,Oxidoreductases
-56.29543,6.6384783,Oxidoreductases
-48.643024,-0.7689411,Oxidoreductases
-56.19975,4.9806075,Oxidoreductases
-50.98384,2.923295,Oxidoreductases
-33.92267,19.186398,Oxidoreductases
-49.51107,4.340561,Oxidoreductases
-32.292614,17.254557,Oxidoreductases
-32.30822,17.21902,Oxidoreductases
-33.16817,3.6265564,Oxidoreductases
-56.570995,3.6602798,Oxidoreductases
-56.30999,6.6544805,Oxidoreductases
-32.991035,16.768738,Oxidoreductases
-56.94443,3.0719044,Oxidoreductases
-33.337196,16.099459,Oxidoreductases
-49.395744,4.3946686,Oxidoreductases
-56.19664,4.996367,Oxidoreductases
-33.250282,15.438928,Oxidoreductases
-33.24695,15.444984,Oxidoreductases
-85.75503,40.597366,Oxidoreductases
-39.97639,-43.887165,Oxidoreductases
-56.19897,4.9923124,Oxidoreductases
-56.006386,5.4730153,Oxidoreductases
-55.99809,5.494019,Oxidoreductases
-51.801773,11.078495,Oxidoreductases
-51.737507,11.1404505,Oxidoreductases
-50.888634,11.458305,Oxidoreductases
-51.022106,11.419238,Oxidoreductases
-51.72988,11.166683,Oxidoreductases
-50.918472,11.4531555,Oxidoreductases
-51.01644,11.423446,Oxidoreductases
-77.63806,-19.428423,Oxidoreductases
-77.56804,-19.393812,Oxidoreductases
-41.42781,8.05914,Oxidoreductases
-77.794334,-19.512337,Oxidoreductases
-77.854256,-19.576687,Oxidoreductases
-31.382532,7.103991,Oxidoreductases
-29.741299,7.5979304,Oxidoreductases
-29.060665,6.460447,Oxidoreductases
-32.178944,-3.7297604,Oxidoreductases
-31.36629,6.9128304,Oxidoreductases
-32.728592,9.966553,Oxidoreductases
-36.004517,11.610475,Oxidoreductases
-33.66153,6.396158,Oxidoreductases
-33.50281,8.726762,Oxidoreductases
-32.83633,9.741683,Oxidoreductases
-35.745167,8.52254,Oxidoreductases
-33.2605,9.021519,Oxidoreductases
-36.306934,7.479752,Oxidoreductases
-36.882965,9.691305,Oxidoreductases
-36.37972,7.7223263,Oxidoreductases
-31.995152,5.3629827,Oxidoreductases
-31.99178,5.354526,Oxidoreductases
-33.266914,7.6983066,Oxidoreductases
-33.177513,7.446996,Oxidoreductases
-33.634106,6.431657,Oxidoreductases
-33.253326,7.5720224,Oxidoreductases
-47.714252,10.0037155,Oxidoreductases
-36.82052,9.662219,Oxidoreductases
-36.03422,9.186185,Oxidoreductases
-36.141674,9.287716,Oxidoreductases
-47.712444,10.007512,Oxidoreductases
