p1,p2,response
-23.556997,-50.20673,Oxidoreductases
3.080103,94.34734,Oxidoreductases
-0.92368203,-101.227486,Oxidoreductases
2.3220804,-99.31905,Oxidoreductases
17.242563,-53.39041,Oxidoreductases
2.1563835,-99.15186,Oxidoreductases
62.196568,-8.356868,Oxidoreductases
-3.8443751,-99.566895,Oxidoreductases
-47.447536,41.656353,Oxidoreductases
-0.9323451,-101.25662,Oxidoreductases
-0.22267044,-100.73663,Oxidoreductases
-0.80378515,-103.982056,Oxidoreductases
3.3112504,-1.6751277,Oxidoreductases
-24.078598,-50.588062,Oxidoreductases
-23.843723,-50.412563,Oxidoreductases
94.43511,13.653204,Oxidoreductases
4.0449142,-100.12958,Oxidoreductases
-5.4490814,-101.96253,Oxidoreductases
34.888256,-47.335148,Oxidoreductases
-2.7037585,-104.19172,Oxidoreductases
4.3247294,-100.583405,Oxidoreductases
3.0169613,-101.24629,Oxidoreductases
3.0178978,-101.24811,Oxidoreductases
-23.728704,-50.328476,Oxidoreductases
4.109385,-100.10643,Oxidoreductases
1.5884217,-104.44607,Oxidoreductases
2.2632146,-99.252556,Oxidoreductases
-101.606926,-53.18058,Oxidoreductases
3.0112884,-98.73086,Oxidoreductases
3.7918425,-99.97823,Oxidoreductases
-32.966675,30.687983,Oxidoreductases
-38.00316,-31.588692,Oxidoreductases
-37.999203,-31.591358,Oxidoreductases
62.17586,-8.317497,Oxidoreductases
-5.8499675,64.35793,Oxidoreductases
4.1037683,-100.24558,Oxidoreductases
-19.195518,70.83768,Oxidoreductases
18.435266,-2.511429,Oxidoreductases
-1.0169985,-101.42076,Oxidoreductases
-19.037876,70.69543,Oxidoreductases
-27.806011,63.182278,Oxidoreductases
-26.495298,63.72023,Oxidoreductases
-4.614434,-100.93369,Oxidoreductases
-51.016308,4.762736,Oxidoreductases
-52.06395,4.890256,Oxidoreductases
-2.775495,-103.27919,Oxidoreductases
-38.03798,-10.214505,Oxidoreductases
-22.731415,28.960238,Oxidoreductases
89.59566,-20.948912,Oxidoreductases
-32.09488,-25.574633,Oxidoreductases
55.312862,34.709213,Oxidoreductases
4.1069236,-100.06595,Oxidoreductases
-24.0059,-50.53297,Oxidoreductases
4.151746,-100.0495,Oxidoreductases
-0.38352036,-103.61054,Oxidoreductases
4.1073346,-100.058075,Oxidoreductases
-3.8478742,-99.55534,Oxidoreductases
-4.7720833,-101.16488,Oxidoreductases
-22.720757,28.98123,Oxidoreductases
-23.343025,-50.0384,Oxidoreductases
-4.4922466,-100.80025,Oxidoreductases
1.2211287,-104.807755,Oxidoreductases
-21.655216,-74.76197,Oxidoreductases
-5.8892035,64.32277,Oxidoreductases
-26.911308,62.408188,Oxidoreductases
2.0863955,70.86849,Oxidoreductases
2.0410686,-104.17401,Oxidoreductases
-23.29591,-49.99219,Oxidoreductases
-15.659442,78.213135,Oxidoreductases
8.833125,46.445545,Oxidoreductases
-1.4184031,-104.16049,Oxidoreductases
-22.516256,-31.788872,Oxidoreductases
-55.987686,5.2731113,Oxidoreductases
-12.901641,93.17542,Oxidoreductases
-26.33082,37.898777,Oxidoreductases
0.49138033,63.697357,Oxidoreductases
-10.03574,-34.077507,Oxidoreductases
-3.5512714,91.276115,Oxidoreductases
-26.32844,37.90192,Oxidoreductases
-59.498714,54.5203,Oxidoreductases
-15.5302925,-36.219074,Oxidoreductases
-42.895176,-53.124332,Oxidoreductases
-28.060986,-39.846264,Oxidoreductases
-29.296337,-35.12817,Oxidoreductases
-2.7809744,-24.251968,Oxidoreductases
66.47609,-34.858852,Oxidoreductases
9.623236,-54.66929,Oxidoreductases
67.77083,70.67469,Oxidoreductases
68.46565,71.74085,Oxidoreductases
8.119215,28.327377,Oxidoreductases
23.415302,19.125137,Oxidoreductases
46.53494,4.1564994,Oxidoreductases
68.43277,71.69449,Oxidoreductases
68.42602,71.68692,Oxidoreductases
40.026463,24.571373,Oxidoreductases
-3.8258643,-79.00549,Oxidoreductases
-49.640175,-24.835718,Oxidoreductases
8.373413,28.73638,Oxidoreductases
-2.4327993,-102.83358,Oxidoreductases
67.77673,70.68416,Oxidoreductases
23.435837,19.16973,Oxidoreductases
68.42227,71.68136,Oxidoreductases
-42.466896,50.76728,Oxidoreductases
-42.447968,50.772373,Oxidoreductases
68.445526,71.71003,Oxidoreductases
68.4356,71.696945,Oxidoreductases
22.074982,-37.971004,Oxidoreductases
14.773596,34.66513,Oxidoreductases
82.1463,-9.459713,Oxidoreductases
29.488262,15.153672,Oxidoreductases
58.32836,36.128445,Oxidoreductases
-45.70907,3.3430603,Oxidoreductases
35.185875,-2.2924008,Oxidoreductases
-32.757282,22.334879,Oxidoreductases
-40.813683,-80.55563,Oxidoreductases
-19.422655,-26.163242,Oxidoreductases
2.5739162,100.07068,Oxidoreductases
-4.286419,-72.77525,Oxidoreductases
-4.2975917,-72.76949,Oxidoreductases
59.336906,-44.66256,Oxidoreductases
59.3399,-44.65708,Oxidoreductases
43.531235,-45.633923,Oxidoreductases
58.9567,-28.973003,Oxidoreductases
-43.531685,5.6159725,Oxidoreductases
-68.80547,-31.329655,Oxidoreductases
-68.80343,-31.327478,Oxidoreductases
-51.541065,27.22556,Oxidoreductases
-13.358945,32.353474,Oxidoreductases
28.846846,-53.135895,Oxidoreductases
23.708471,-39.993015,Oxidoreductases
23.716923,-40.16961,Oxidoreductases
-67.34715,36.29874,Oxidoreductases
59.31526,-10.56027,Oxidoreductases
-34.059082,24.788866,Oxidoreductases
93.02175,-2.7263634,Oxidoreductases
-1.4573158,68.36653,Oxidoreductases
-26.42502,74.72672,Oxidoreductases
-76.78021,2.5250683,Oxidoreductases
-37.346237,31.134617,Oxidoreductases
-43.126995,93.762115,Oxidoreductases
2.791682,31.74846,Oxidoreductases
96.257744,23.501036,Oxidoreductases
100.90258,25.158333,Oxidoreductases
71.086464,-16.192282,Oxidoreductases
0.4775087,68.21267,Oxidoreductases
6.996979,85.38313,Oxidoreductases
6.8406606,84.01823,Oxidoreductases
41.617535,7.3020244,Oxidoreductases
60.42306,-3.1881235,Oxidoreductases
-36.93296,-33.957012,Oxidoreductases
-43.131916,93.74719,Oxidoreductases
-18.32122,48.88381,Oxidoreductases
2.0195253,-43.54044,Oxidoreductases
71.78549,-16.90847,Oxidoreductases
-73.660286,39.963516,Oxidoreductases
-4.625171,-23.414747,Oxidoreductases
-73.615295,39.93608,Oxidoreductases
96.080696,23.91768,Oxidoreductases
71.11609,-16.220217,Oxidoreductases
-26.51838,-31.298832,Oxidoreductases
-26.518375,-31.29921,Oxidoreductases
-59.630642,-22.167524,Oxidoreductases
44.194984,-33.81591,Oxidoreductases
71.30281,-16.433723,Oxidoreductases
61.67712,-33.03016,Oxidoreductases
78.2488,-35.59357,Oxidoreductases
66.060814,-28.237228,Oxidoreductases
41.486862,-34.884216,Oxidoreductases
-40.480118,-59.454025,Oxidoreductases
93.95149,-15.858526,Oxidoreductases
93.847466,-15.85874,Oxidoreductases
-3.8522317,64.38959,Oxidoreductases
-22.612474,-67.88595,Oxidoreductases
77.72764,-34.00181,Oxidoreductases
77.92288,-34.63758,Oxidoreductases
-45.029934,41.967113,Oxidoreductases
65.932175,-28.237719,Oxidoreductases
65.81208,-28.33295,Oxidoreductases
78.347374,-35.62076,Oxidoreductases
48.570847,-14.97995,Oxidoreductases
-3.8564837,64.40211,Oxidoreductases
-3.959076,64.47287,Oxidoreductases
-56.989857,30.990183,Oxidoreductases
-72.73431,44.12564,Oxidoreductases
-3.699024,64.13555,Oxidoreductases
-25.024231,32.71966,Oxidoreductases
-14.700074,-42.144703,Oxidoreductases
-17.097197,-75.21276,Oxidoreductases
-3.5773263,-103.02224,Oxidoreductases
-56.06207,8.679917,Oxidoreductases
25.306858,-41.34335,Oxidoreductases
-19.766253,-22.777681,Oxidoreductases
-34.50103,20.403572,Oxidoreductases
-47.975033,-18.962364,Oxidoreductases
60.835545,-37.387276,Oxidoreductases
19.492064,40.12424,Oxidoreductases
9.202844,46.42482,Oxidoreductases
20.511978,-42.75551,Oxidoreductases
-32.826946,68.4344,Oxidoreductases
-56.13516,65.2577,Oxidoreductases
-41.430264,21.334799,Oxidoreductases
-0.6993604,80.59333,Oxidoreductases
48.110573,-29.647312,Oxidoreductases
-45.82817,32.52857,Oxidoreductases
48.929173,-32.00035,Oxidoreductases
36.01114,-49.971066,Oxidoreductases
18.194696,-16.943918,Oxidoreductases
7.86106,84.73271,Oxidoreductases
-15.869699,14.540352,Oxidoreductases
46.11464,-8.004551,Oxidoreductases
75.01044,15.929291,Oxidoreductases
62.74289,56.986755,Oxidoreductases
-13.774179,1.05218,Oxidoreductases
31.550095,16.168503,Oxidoreductases
33.001217,60.71321,Oxidoreductases
-0.5113112,-66.31799,Oxidoreductases
3.2852228,-13.207552,Oxidoreductases
62.617428,-29.700695,Oxidoreductases
-77.11166,60.72151,Oxidoreductases
2.447133,-34.957024,Oxidoreductases
66.12609,-50.680977,Oxidoreductases
-26.174143,-46.592346,Oxidoreductases
7.171368,-12.965513,Oxidoreductases
-57.152805,13.663343,Oxidoreductases
-48.23672,-47.114082,Oxidoreductases
68.29749,-69.11366,Oxidoreductases
-50.519444,-44.964684,Oxidoreductases
91.945946,-20.262035,Oxidoreductases
-48.639442,-46.7795,Oxidoreductases
31.019876,-64.81048,Oxidoreductases
-21.714836,-69.90824,Oxidoreductases
-59.63125,-21.785849,Oxidoreductases
-61.67944,79.25378,Oxidoreductases
-66.30336,58.87854,Oxidoreductases
61.927002,-45.335552,Oxidoreductases
6.481002,-12.521281,Oxidoreductases
-72.03473,-28.126202,Oxidoreductases
-87.183,14.051488,Oxidoreductases
-87.17723,14.052453,Oxidoreductases
-40.75067,-59.324203,Oxidoreductases
-26.394361,67.12022,Oxidoreductases
68.01763,-40.9438,Oxidoreductases
-50.31844,-44.66449,Oxidoreductases
60.772667,-37.433666,Oxidoreductases
-56.053436,-33.362316,Oxidoreductases
-48.36898,-47.009914,Oxidoreductases
-59.63421,-21.83065,Oxidoreductases
-48.19788,-47.14073,Oxidoreductases
-62.064426,-30.001625,Oxidoreductases
44.009632,-66.09205,Oxidoreductases
-48.28169,-47.078568,Oxidoreductases
24.780909,-3.47729,Oxidoreductases
-48.239365,-47.121155,Oxidoreductases
-31.545439,63.252304,Oxidoreductases
-41.301483,67.67441,Oxidoreductases
6.770828,-12.774169,Oxidoreductases
35.85036,25.004131,Oxidoreductases
-45.816273,-19.587502,Oxidoreductases
-57.96619,62.26851,Oxidoreductases
-40.46011,70.32089,Oxidoreductases
-9.049166,91.07756,Oxidoreductases
-56.943424,61.980186,Oxidoreductases
-18.424402,93.609055,Oxidoreductases
-24.589153,101.33048,Oxidoreductases
16.418657,-31.87658,Oxidoreductases
-57.152573,13.636631,Oxidoreductases
79.84907,-7.2434764,Oxidoreductases
98.09139,18.539814,Oxidoreductases
-25.050161,73.02533,Oxidoreductases
