p1,p2,response
-67.28045,34.011375,Oxidoreductases
102.0891,36.10398,Oxidoreductases
-102.85719,24.436424,Oxidoreductases
-64.36305,18.070244,Oxidoreductases
-55.177677,43.95352,Oxidoreductases
-64.46048,18.112226,Oxidoreductases
-57.14581,-14.980273,Oxidoreductases
-104.09278,28.807749,Oxidoreductases
48.553535,33.168266,Oxidoreductases
-102.79736,24.501034,Oxidoreductases
-102.40068,24.463303,Oxidoreductases
-104.45453,22.34615,Oxidoreductases
-55.71994,32.70616,Oxidoreductases
-67.563995,33.626892,Oxidoreductases
-67.40559,33.835884,Oxidoreductases
-14.211653,-67.88216,Oxidoreductases
-63.134777,16.850647,Oxidoreductases
-105.997894,27.808695,Oxidoreductases
-58.08598,-16.923634,Oxidoreductases
-106.00177,21.9321,Oxidoreductases
-62.739555,16.648209,Oxidoreductases
-62.327755,18.024437,Oxidoreductases
-62.319923,18.02511,Oxidoreductases
-67.34201,33.920956,Oxidoreductases
-63.10872,16.831795,Oxidoreductases
-102.19353,21.034882,Oxidoreductases
-64.39791,18.096418,Oxidoreductases
-16.516546,41.732685,Oxidoreductases
-63.2681,18.410366,Oxidoreductases
-63.261017,18.207928,Oxidoreductases
60.778477,1.3100424,Oxidoreductases
-24.874304,37.339527,Oxidoreductases
-24.870642,37.339424,Oxidoreductases
-57.15644,-14.980482,Oxidoreductases
86.36482,23.069069,Oxidoreductases
-63.031902,16.789194,Oxidoreductases
52.168816,37.526054,Oxidoreductases
-3.4894505,-9.832345,Oxidoreductases
-102.96278,24.193216,Oxidoreductases
52.026093,37.435528,Oxidoreductases
53.871517,37.4633,Oxidoreductases
51.85105,37.460567,Oxidoreductases
-105.051994,27.616266,Oxidoreductases
1.2113411,46.415825,Oxidoreductases
1.9544071,46.06234,Oxidoreductases
-106.320854,21.859789,Oxidoreductases
-2.4492474,46.97891,Oxidoreductases
31.071722,12.0607395,Oxidoreductases
-58.559727,-46.909172,Oxidoreductases
-26.748089,50.59939,Oxidoreductases
27.054193,-46.20446,Oxidoreductases
-63.169033,16.881897,Oxidoreductases
-67.52976,33.669956,Oxidoreductases
-63.18976,16.808002,Oxidoreductases
-103.69558,22.881687,Oxidoreductases
-63.165688,16.862877,Oxidoreductases
-104.09679,28.826874,Oxidoreductases
-105.33128,27.681322,Oxidoreductases
31.076931,12.060378,Oxidoreductases
-67.06525,34.3099,Oxidoreductases
-104.86955,27.593216,Oxidoreductases
-63.118332,16.76463,Oxidoreductases
-52.89539,44.749725,Oxidoreductases
86.34364,23.05338,Oxidoreductases
53.012516,33.808308,Oxidoreductases
95.50388,17.96075,Oxidoreductases
-103.01084,20.380707,Oxidoreductases
-67.02771,34.35696,Oxidoreductases
66.831436,48.42312,Oxidoreductases
-49.90755,75.54019,Oxidoreductases
-104.76704,22.244808,Oxidoreductases
-20.828978,9.089584,Oxidoreductases
-33.88353,51.8514,Oxidoreductases
78.79137,39.411964,Oxidoreductases
-20.133482,53.19557,Oxidoreductases
62.011967,1.8497984,Oxidoreductases
-7.960325,0.8232677,Oxidoreductases
72.07334,45.203545,Oxidoreductases
-20.13414,53.20467,Oxidoreductases
18.907644,47.936058,Oxidoreductases
-79.16345,4.417737,Oxidoreductases
-37.128162,49.544132,Oxidoreductases
-22.191206,33.36437,Oxidoreductases
-15.9268675,12.002401,Oxidoreductases
10.817401,-31.169165,Oxidoreductases
-50.731693,-39.369053,Oxidoreductases
-7.746555,-39.233128,Oxidoreductases
27.043613,8.377025,Oxidoreductases
28.110586,8.037938,Oxidoreductases
45.12103,-33.801373,Oxidoreductases
44.605625,-33.70203,Oxidoreductases
-1.9028695,-33.169373,Oxidoreductases
28.037468,8.059712,Oxidoreductases
28.041943,8.05908,Oxidoreductases
44.540836,-33.695602,Oxidoreductases
-60.225094,10.678292,Oxidoreductases
26.965166,8.409175,Oxidoreductases
45.668552,-33.91004,Oxidoreductases
-28.556673,7.637037,Oxidoreductases
27.064123,8.368832,Oxidoreductases
44.77392,-33.722256,Oxidoreductases
28.035181,8.060868,Oxidoreductases
33.107998,52.89116,Oxidoreductases
33.109467,52.889515,Oxidoreductases
28.076582,8.049158,Oxidoreductases
28.05806,8.053785,Oxidoreductases
-47.167206,-4.2430243,Oxidoreductases
36.070244,-31.178818,Oxidoreductases
-30.70175,-30.90142,Oxidoreductases
30.553633,-34.720093,Oxidoreductases
28.340681,-59.817646,Oxidoreductases
-16.56328,50.62667,Oxidoreductases
-25.6238,1.8417257,Oxidoreductases
44.848595,14.972829,Oxidoreductases
-6.969157,12.602619,Oxidoreductases
-8.872769,19.815271,Oxidoreductases
89.98207,51.09713,Oxidoreductases
-65.33104,26.265362,Oxidoreductases
-65.33469,26.279911,Oxidoreductases
-46.937275,-27.071808,Oxidoreductases
-46.92321,-27.064678,Oxidoreductases
-47.73743,-20.491037,Oxidoreductases
-52.27256,-36.21837,Oxidoreductases
