p1,p2,response
109.152954,20.39401,Oxidoreductases
-54.278145,-5.1748853,Oxidoreductases
-80.02441,-7.5344214,Oxidoreductases
-82.372765,-16.202541,Oxidoreductases
-88.24208,-13.702022,Oxidoreductases
-76.63892,-6.5576334,Oxidoreductases
-86.37859,-9.830943,Oxidoreductases
-82.87729,-12.429537,Oxidoreductases
-76.52976,-6.5722322,Oxidoreductases
-87.07793,-11.383782,Oxidoreductases
-80.86656,-16.312119,Oxidoreductases
-78.61897,-7.05714,Oxidoreductases
-77.233864,-7.545746,Oxidoreductases
109.25482,20.290686,Oxidoreductases
109.14895,20.671364,Oxidoreductases
108.737976,20.043053,Oxidoreductases
-85.67406,-14.4031,Oxidoreductases
-82.08575,-10.724824,Oxidoreductases
-74.538055,-7.2809315,Oxidoreductases
-86.270546,-6.158546,Oxidoreductases
-82.36085,-16.274584,Oxidoreductases
-85.223755,-5.4217396,Oxidoreductases
-87.970634,-8.034556,Oxidoreductases
109.214584,20.4852,Oxidoreductases
-83.29137,-14.403648,Oxidoreductases
-86.86171,-6.0721045,Oxidoreductases
-83.61574,-15.216057,Oxidoreductases
-79.79282,-8.349296,Oxidoreductases
-82.39328,-16.101177,Oxidoreductases
-83.15629,-12.172338,Oxidoreductases
-86.38126,-9.871074,Oxidoreductases
110.83888,20.105639,Oxidoreductases
110.83003,20.108093,Oxidoreductases
-82.122826,-9.270308,Oxidoreductases
1.6093156,39.73381,Oxidoreductases
-83.33114,-15.127967,Oxidoreductases
-86.26265,-13.85033,Oxidoreductases
110.67538,20.31017,Oxidoreductases
-78.59341,-5.2349253,Oxidoreductases
-82.99613,-7.104979,Oxidoreductases
19.417711,23.642725,Oxidoreductases
4.717353,7.3580375,Oxidoreductases
-87.183945,-11.591664,Oxidoreductases
-86.17568,-13.986635,Oxidoreductases
-80.45139,-12.381865,Oxidoreductases
-86.97609,-8.006436,Oxidoreductases
-78.06289,-11.308208,Oxidoreductases
4.6979876,7.5069146,Oxidoreductases
-83.79142,-8.189049,Oxidoreductases
108.88266,20.201952,Oxidoreductases
-82.44988,-16.224426,Oxidoreductases
-83.54342,-14.949824,Oxidoreductases
109.1727,20.393002,Oxidoreductases
-78.59997,-10.815186,Oxidoreductases
-78.60627,-5.2716203,Oxidoreductases
-83.30511,-14.950652,Oxidoreductases
-82.48451,-10.77617,Oxidoreductases
-87.93909,-7.972159,Oxidoreductases
13.367874,18.019852,Oxidoreductases
109.2554,20.354925,Oxidoreductases
-86.95507,-5.987214,Oxidoreductases
-81.50731,-13.956343,Oxidoreductases
