p1,p2,response
40.347336,-71.484375,Oxidoreductases
44.933216,8.577402,Oxidoreductases
104.64521,29.158266,Oxidoreductases
64.30824,27.564644,Oxidoreductases
-43.932537,20.093723,Oxidoreductases
64.59844,27.488197,Oxidoreductases
-47.393852,-18.67915,Oxidoreductases
100.56258,32.923355,Oxidoreductases
30.024717,-64.844345,Oxidoreductases
104.82741,29.377901,Oxidoreductases
65.20763,27.335255,Oxidoreductases
103.62018,27.907846,Oxidoreductases
-46.915062,-18.391634,Oxidoreductases
40.755447,-70.900604,Oxidoreductases
40.577785,-71.15565,Oxidoreductases
-61.333706,37.025356,Oxidoreductases
25.683992,115.189186,Oxidoreductases
101.61512,33.632366,Oxidoreductases
-47.361946,-18.660233,Oxidoreductases
102.91426,24.697443,Oxidoreductases
25.684969,115.21325,Oxidoreductases
62.971096,27.661266,Oxidoreductases
62.947037,27.653288,Oxidoreductases
40.499176,-71.26121,Oxidoreductases
25.683762,115.191795,Oxidoreductases
-61.76202,-61.337273,Oxidoreductases
64.284874,27.578568,Oxidoreductases
3.7551022,-47.975693,Oxidoreductases
64.41656,27.548931,Oxidoreductases
63.893684,27.757008,Oxidoreductases
15.53103,10.836945,Oxidoreductases
39.68461,-21.39548,Oxidoreductases
39.688213,-21.39308,Oxidoreductases
-47.41144,-18.691385,Oxidoreductases
-25.075373,-67.200645,Oxidoreductases
25.683847,115.19487,Oxidoreductases
-4.606825,-35.473305,Oxidoreductases
-37.757423,29.002537,Oxidoreductases
104.50766,29.004068,Oxidoreductases
-5.4232035,-33.420403,Oxidoreductases
-1.2032292,-35.940212,Oxidoreductases
-4.8610673,-35.57135,Oxidoreductases
101.29792,32.106922,Oxidoreductases
-5.552695,-35.673878,Oxidoreductases
-5.4202514,-35.66433,Oxidoreductases
102.87708,24.416714,Oxidoreductases
8.171307,-42.956955,Oxidoreductases
87.75849,44.22848,Oxidoreductases
-41.270382,27.306023,Oxidoreductases
68.99158,-45.788197,Oxidoreductases
65.203026,27.328085,Oxidoreductases
25.684004,115.20054,Oxidoreductases
40.6937,-70.99045,Oxidoreductases
25.68647,115.19716,Oxidoreductases
103.5793,27.856007,Oxidoreductases
25.682865,115.19565,Oxidoreductases
100.52716,32.910503,Oxidoreductases
101.706825,33.73743,Oxidoreductases
87.74005,44.245483,Oxidoreductases
40.295044,-71.554565,Oxidoreductases
101.2713,32.05559,Oxidoreductases
63.516045,27.913748,Oxidoreductases
-10.841173,-13.613368,Oxidoreductases
-24.033478,-66.31951,Oxidoreductases
-5.6370955,-35.65016,Oxidoreductases
-6.702705,-35.5328,Oxidoreductases
-61.76489,-61.41722,Oxidoreductases
40.28889,-71.55677,Oxidoreductases
-5.788083,-60.361366,Oxidoreductases
63.441235,28.214733,Oxidoreductases
103.175995,25.714922,Oxidoreductases
-11.499374,47.922844,Oxidoreductases
1.7021691,-39.521908,Oxidoreductases
13.007501,-6.366884,Oxidoreductases
-8.594069,-59.3947,Oxidoreductases
6.7469893,-5.3399663,Oxidoreductases
-22.944748,80.09156,Oxidoreductases
-1.6466601,-34.771168,Oxidoreductases
-8.6115265,-59.403763,Oxidoreductases
41.042427,-19.821066,Oxidoreductases
-35.778175,-31.754904,Oxidoreductases
-7.2755165,58.98817,Oxidoreductases
-8.381194,73.80169,Oxidoreductases
-8.414641,73.8362,Oxidoreductases
-16.841217,71.46915,Oxidoreductases
-16.872187,71.199196,Oxidoreductases
-79.71095,6.2921276,Oxidoreductases
77.35847,-33.779617,Oxidoreductases
-45.966286,19.769566,Oxidoreductases
3.8642209,46.865204,Oxidoreductases
3.911574,46.795933,Oxidoreductases
-50.930832,44.079094,Oxidoreductases
77.98703,-32.98342,Oxidoreductases
77.992294,-32.981834,Oxidoreductases
3.9272065,46.769314,Oxidoreductases
-46.002914,20.249817,Oxidoreductases
5.127621,-39.98941,Oxidoreductases
3.7558153,47.034874,Oxidoreductases
-45.970364,19.844816,Oxidoreductases
